director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,tags,movie_title_lower
Julien Temple,Samantha Morton,Dexter Fletcher,Linus Roache,Biography Drama,Pandaemonium,Biography Drama pandaemonium Samantha Morton Dexter Fletcher Linus Roache Julien Temple,pandaemonium
Harold Ramis,Bill Murray,Chris Elliott,Willie Garson,Comedy Fantasy Romance,Groundhog Day,Comedy Fantasy Romance groundhog day Bill Murray Chris Elliott Willie Garson Harold Ramis,groundhog day
Gregory Jacobs,Matt Bomer,Channing Tatum,Kevin Nash,Comedy Drama Music,Magic Mike Xxl,Comedy Drama Music magic mike xxl Matt Bomer Channing Tatum Kevin Nash Gregory Jacobs,magic mike xxl
Baz Luhrmann,Leonardo DiCaprio,Harold Perrineau,Brian Dennehy,Drama Romance,Romeo + Juliet,Drama Romance romeo + juliet Leonardo DiCaprio Harold Perrineau Brian Dennehy Baz Luhrmann,romeo + juliet
Gilles Paquet-Brenner,Kristin Scott Thomas,Aidan Quinn,Arben Bajraktaraj,Drama War,Sarah's Key,Drama War sarah's key Kristin Scott Thomas Aidan Quinn Arben Bajraktaraj Gilles Paquet-Brenner,sarah's key
Peter Cousens,Sharon Leal,David Rasche,Bart Shatto,Drama Family Music,Freedom,Drama Family Music freedom Sharon Leal David Rasche Bart Shatto Peter Cousens,freedom
Clint Eastwood,Clint Eastwood,Morgan Freeman,Frances Fisher,Drama Western,Unforgiven,Drama Western unforgiven Clint Eastwood Morgan Freeman Frances Fisher Clint Eastwood,unforgiven
Lars von Trier,Bryce Dallas Howard,Jeremy Davies,Jean-Marc Barr,Drama,Manderlay,Drama manderlay Bryce Dallas Howard Jeremy Davies Jean-Marc Barr Lars von Trier,manderlay
Danny Boyle,Anil Kapoor,Saurabh Shukla,Ayush Mahesh Khedekar,Drama Romance,Slumdog Millionaire,Drama Romance slumdog millionaire Anil Kapoor Saurabh Shukla Ayush Mahesh Khedekar Danny Boyle,slumdog millionaire
Adrian Lyne,Fred Gwynne,Lois Smith,Anne Archer,Drama Romance Thriller,Fatal Attraction,Drama Romance Thriller fatal attraction Fred Gwynne Lois Smith Anne Archer Adrian Lyne,fatal attraction
Garry Marshall,Julia Roberts,Hector Elizondo,Jason Alexander,Comedy Romance,Pretty Woman,Comedy Romance pretty woman Julia Roberts Hector Elizondo Jason Alexander Garry Marshall,pretty woman
John Blanchard,Martin Short,Andrea Martin,Joe Flaherty,Comedy,Towering Inferno ,Comedy towering inferno             Martin Short Andrea Martin Joe Flaherty John Blanchard,towering inferno 
John Cornell,Paul Hogan,Linda Kozlowski,John Meillon,Action Adventure Comedy,Crocodile Dundee Ii,Action Adventure Comedy crocodile dundee ii Paul Hogan Linda Kozlowski John Meillon John Cornell,crocodile dundee ii
Vidhu Vinod Chopra,María Valverde,Chris Marquette,Chad Bishop,Action Crime Drama Mystery Thriller,Broken Horses,Action Crime Drama Mystery Thriller broken horses María Valverde Chris Marquette Chad Bishop Vidhu Vinod Chopra,broken horses
Oliver Stone,Tom Cruise,Tom Berenger,Stephen Baldwin,Biography Drama War,Born On The Fourth Of July,Biography Drama War born on the fourth of july Tom Cruise Tom Berenger Stephen Baldwin Oliver Stone,born on the fourth of july
Jon Turteltaub,Doug E. Doug,Leon,Malik Yoba,Adventure Comedy Family Sport,Cool Runnings,Adventure Comedy Family Sport cool runnings Doug E. Doug Leon Malik Yoba Jon Turteltaub,cool runnings
Patrick Lussier,Jensen Ackles,Jaime King,Edi Gathegi,Horror Thriller,My Bloody Valentine,Horror Thriller my bloody valentine Jensen Ackles Jaime King Edi Gathegi Patrick Lussier,my bloody valentine
Ole Bornedal,Kyra Sedgwick,Madison Davenport,Natasha Calis,Horror Thriller,The Possession,Horror Thriller the possession Kyra Sedgwick Madison Davenport Natasha Calis Ole Bornedal,the possession
Ted Kotcheff,Sylvester Stallone,Brian Dennehy,Chris Mulkey,Action Adventure Drama,First Blood,Action Adventure Drama first blood Sylvester Stallone Brian Dennehy Chris Mulkey Ted Kotcheff,first blood
Sylvain White,Chris Brown,Laz Alonso,Harry Lennix,Drama Music Romance,Stomp The Yard,Drama Music Romance stomp the yard Chris Brown Laz Alonso Harry Lennix Sylvain White,stomp the yard
Lewis Gilbert,Caroline Munro,Desmond Llewelyn,Barbara Bach,Action Adventure Sci-Fi Thriller,The Spy Who Loved Me,Action Adventure Sci-Fi Thriller the spy who loved me Caroline Munro Desmond Llewelyn Barbara Bach Lewis Gilbert,the spy who loved me
Jamie Blanks,Alicia Witt,Loretta Devine,Julian Richings,Horror Mystery Thriller,Urban Legend,Horror Mystery Thriller urban legend Alicia Witt Loretta Devine Julian Richings Jamie Blanks,urban legend
Stephen Frears,Keanu Reeves,Peter Capaldi,Swoosie Kurtz,Drama Romance,Dangerous Liaisons,Drama Romance dangerous liaisons Keanu Reeves Peter Capaldi Swoosie Kurtz Stephen Frears,dangerous liaisons
Tyler Perry,Eddie Cibrian,Phylicia Rashad,Jamie Kennedy,Comedy Drama Romance,Good Deeds,Comedy Drama Romance good deeds Eddie Cibrian Phylicia Rashad Jamie Kennedy Tyler Perry,good deeds
Randal Kleiser,Seymour Cassel,Klaus Maria Brandauer,Susan Hogan,Adventure Drama,White Fang,Adventure Drama white fang Seymour Cassel Klaus Maria Brandauer Susan Hogan Randal Kleiser,white fang
Bruce McCulloch,Will Ferrell,Elaine Hendrix,Molly Shannon,Comedy Romance,Superstar,Comedy Romance superstar Will Ferrell Elaine Hendrix Molly Shannon Bruce McCulloch,superstar
Phyllida Lloyd,Meryl Streep,Jim Broadbent,Olivia Colman,Biography Drama History,The Iron Lady,Biography Drama History the iron lady Meryl Streep Jim Broadbent Olivia Colman Phyllida Lloyd,the iron lady
Mike Nawrocki,Phil Vischer,Mike Nawrocki,Shelby Vischer,Adventure Animation Comedy Drama Family Musical,Jonah: A Veggietales Movie,Adventure Animation Comedy Drama Family Musical jonah: a veggietales movie Phil Vischer Mike Nawrocki Shelby Vischer Mike Nawrocki,jonah: a veggietales movie
John Singleton,Janet Jackson,Khandi Alexander,Maya Angelou,Drama Romance,Poetic Justice,Drama Romance poetic justice Janet Jackson Khandi Alexander Maya Angelou John Singleton,poetic justice
Kevin Bray,Mike Epps,Roger Guenveur Smith,Gino Salvano,Action Comedy Crime Thriller,All About The Benjamins,Action Comedy Crime Thriller all about the benjamins Mike Epps Roger Guenveur Smith Gino Salvano Kevin Bray,all about the benjamins
Wes Craven,John Witherspoon,W. Earl Brown,Allen Payne,Comedy Fantasy Horror Romance,Vampire In Brooklyn,Comedy Fantasy Horror Romance vampire in brooklyn John Witherspoon W. Earl Brown Allen Payne Wes Craven,vampire in brooklyn
John Boorman,Linda Blair,Richard Burton,Ned Beatty,Horror,Exorcist Ii: The Heretic,Horror exorcist ii: the heretic Linda Blair Richard Burton Ned Beatty John Boorman,exorcist ii: the heretic
Courtney Solomon,Sissy Spacek,James D'Arcy,Vernon Dobtcheff,Horror Mystery Thriller,An American Haunting,Horror Mystery Thriller an american haunting Sissy Spacek James D'Arcy Vernon Dobtcheff Courtney Solomon,an american haunting
David Zucker,Carmen Electra,Tyler Labine,Molly Shannon,Comedy Romance,My Boss's Daughter,Comedy Romance my boss's daughter Carmen Electra Tyler Labine Molly Shannon David Zucker,my boss's daughter
David Twohy,Chris Hemsworth,Milla Jovovich,Marley Shelton,Adventure Mystery Thriller,A Perfect Getaway,Adventure Mystery Thriller a perfect getaway Chris Hemsworth Milla Jovovich Marley Shelton David Twohy,a perfect getaway
Rick Famuyiwa,America Ferrera,Lance Gross,Lupe Ontiveros,Comedy Romance,Our Family Wedding,Comedy Romance our family wedding America Ferrera Lance Gross Lupe Ontiveros Rick Famuyiwa,our family wedding
Alan Cohn,Alyson Hannigan,Linda Cardellini,Poppy Montgomery,Comedy,Dead Man On Campus,Comedy dead man on campus Alyson Hannigan Linda Cardellini Poppy Montgomery Alan Cohn,dead man on campus
Franco Zeffirelli,Lily Tomlin,Joan Plowright,Paolo Seganti,Comedy Drama War,Tea With Mussolini,Comedy Drama War tea with mussolini Lily Tomlin Joan Plowright Paolo Seganti Franco Zeffirelli,tea with mussolini
Tom Holland,Joe Mantegna,Bethany Joy Lenz,Kari Wuhrer,Fantasy Horror,Thinner,Fantasy Horror thinner Joe Mantegna Bethany Joy Lenz Kari Wuhrer Tom Holland,thinner
Martin Scorsese,Robert De Niro,Liza Minnelli,Mary Kay Place,Drama Music Musical Romance,"New York, New York","Drama Music Musical Romance new york, new york Robert De Niro Liza Minnelli Mary Kay Place Martin Scorsese","new york, new york"
Spike Lee,Alfre Woodard,Delroy Lindo,Isaiah Washington,Comedy Drama,Crooklyn,Comedy Drama crooklyn Alfre Woodard Delroy Lindo Isaiah Washington Spike Lee,crooklyn
Chris Rock,Steve Buscemi,Eliza Coupe,Wendell Pierce,Comedy Drama Romance,I Think I Love My Wife,Comedy Drama Romance i think i love my wife Steve Buscemi Eliza Coupe Wendell Pierce Chris Rock,i think i love my wife
James Isaac,Peter Mensah,Kane Hodder,Lexa Doig,Action Horror Sci-Fi Thriller,Jason X,Action Horror Sci-Fi Thriller jason x Peter Mensah Kane Hodder Lexa Doig James Isaac,jason x
Shawn Levy,Frankie Muniz,Donald Faison,Lee Majors,Adventure Comedy Family,Big Fat Liar,Adventure Comedy Family big fat liar Frankie Muniz Donald Faison Lee Majors Shawn Levy,big fat liar
Emilio Estevez,Anthony Hopkins,Nick Cannon,Brian Geraghty,Drama History,Bobby,Drama History bobby Anthony Hopkins Nick Cannon Brian Geraghty Emilio Estevez,bobby
Mark Waters,Monica Potter,Ivana Milicevic,China Chow,Comedy Mystery Romance,Head Over Heels,Comedy Mystery Romance head over heels Monica Potter Ivana Milicevic China Chow Mark Waters,head over heels
Josh Schwartz,Thomas McDonell,Jackson Nicoll,Osric Chau,Adventure Comedy,Fun Size,Adventure Comedy fun size Thomas McDonell Jackson Nicoll Osric Chau Josh Schwartz,fun size
Julian Schnabel,Emmanuelle Seigner,Mathieu Amalric,Isaach De Bankolé,Biography Drama,The Diving Bell And The Butterfly,Biography Drama the diving bell and the butterfly Emmanuelle Seigner Mathieu Amalric Isaach De Bankolé Julian Schnabel,the diving bell and the butterfly
Todd Field,Kate Winslet,Noah Emmerich,Jane Adams,Drama Romance,Little Children,Drama Romance little children Kate Winslet Noah Emmerich Jane Adams Todd Field,little children
Davis Guggenheim,Norman Reedus,Sharon Lawrence,Noam Jenkins,Drama Mystery Thriller,Gossip,Drama Mystery Thriller gossip Norman Reedus Sharon Lawrence Noam Jenkins Davis Guggenheim,gossip
Tony Goldwyn,Viggo Mortensen,Julie Kavner,Tovah Feldshuh,Drama,A Walk On The Moon,Drama a walk on the moon Viggo Mortensen Julie Kavner Tovah Feldshuh Tony Goldwyn,a walk on the moon
Phillip Noyce,Derek Luke,Terry Pheto,Bonnie Henna,Biography Drama History,Catch A Fire,Biography Drama History catch a fire Derek Luke Terry Pheto Bonnie Henna Phillip Noyce,catch a fire
Stephen Carpenter,Melissa Sagemiller,Angela Featherstone,Candace Kroslak,Drama Horror Mystery Thriller,Soul Survivors,Drama Horror Mystery Thriller soul survivors Melissa Sagemiller Angela Featherstone Candace Kroslak Stephen Carpenter,soul survivors
James Ivory,Seth Gilliam,Todd Boyce,Nigel Whitmey,Biography Drama History Romance,Jefferson In Paris,Biography Drama History Romance jefferson in paris Seth Gilliam Todd Boyce Nigel Whitmey James Ivory,jefferson in paris
Stephan Elliott,Colin Firth,Kristin Scott Thomas,Kris Marshall,Comedy Romance,Easy Virtue,Comedy Romance easy virtue Colin Firth Kristin Scott Thomas Kris Marshall Stephan Elliott,easy virtue
James Fargo,Christopher Lee,Joseph Cotten,Behrouz Vossoughi,Action Adventure History,Caravans,Action Adventure History caravans Christopher Lee Joseph Cotten Behrouz Vossoughi James Fargo,caravans
Mike Leigh,Lesley Manville,Ruth Sheen,Karl Johnson,Biography Drama History,Mr. Turner,Biography Drama History mr. turner Lesley Manville Ruth Sheen Karl Johnson Mike Leigh,mr. turner
Alain Resnais,Mathieu Amalric,Sara Forestier,Edouard Baer,Drama Romance,Wild Grass,Drama Romance wild grass Mathieu Amalric Sara Forestier Edouard Baer Alain Resnais,wild grass
Costa-Gavras,Sebastian Koch,Mathieu Kassovitz,Ulrich Mühe,Biography Crime Drama War,Amen.,Biography Crime Drama War amen. Sebastian Koch Mathieu Kassovitz Ulrich Mühe Costa-Gavras,amen.
Chao-Bin Su,Woo-sung Jung,Shawn Yue,Kelly Lin,Action,Reign Of Assassins,Action reign of assassins Woo-sung Jung Shawn Yue Kelly Lin Chao-Bin Su,reign of assassins
Neil Burger,John Heard,Katherine LaNasa,Mark L. Young,Comedy Drama War,The Lucky Ones,Comedy Drama War the lucky ones John Heard Katherine LaNasa Mark L. Young Neil Burger,the lucky ones
Kenneth Lonergan,Matt Damon,Kieran Culkin,John Gallagher Jr.,Drama,Margaret,Drama margaret Matt Damon Kieran Culkin John Gallagher Jr. Kenneth Lonergan,margaret
Bo Zenga,Steve Howey,Kenan Thompson,Diora Baird,Comedy Horror,Stan Helsing,Comedy Horror stan helsing Steve Howey Kenan Thompson Diora Baird Bo Zenga,stan helsing
Rob Reiner,Madeline Carroll,Rebecca De Mornay,Aidan Quinn,Comedy Drama Romance,Flipped,Comedy Drama Romance flipped Madeline Carroll Rebecca De Mornay Aidan Quinn Rob Reiner,flipped
Ang Lee,Jake Gyllenhaal,Heath Ledger,Anne Hathaway,Drama Romance,Brokeback Mountain,Drama Romance brokeback mountain Jake Gyllenhaal Heath Ledger Anne Hathaway Ang Lee,brokeback mountain
Jonathan Liebesman,Noel Fisher,Danny Woodburn,Jeremy Howard,Action Adventure Comedy Sci-Fi,Teenage Mutant Ninja Turtles,Action Adventure Comedy Sci-Fi teenage mutant ninja turtles Noel Fisher Danny Woodburn Jeremy Howard Jonathan Liebesman,teenage mutant ninja turtles
Amy Heckerling,Donald Faison,Dan Hedaya,Elisa Donovan,Comedy Romance,Clueless,Comedy Romance clueless Donald Faison Dan Hedaya Elisa Donovan Amy Heckerling,clueless
Todd Haynes,Dennis Quaid,Celia Weston,Michael Gaston,Drama Romance,Far From Heaven,Drama Romance far from heaven Dennis Quaid Celia Weston Michael Gaston Todd Haynes,far from heaven
Steve Pink,Adam Scott,Gillian Jacobs,Collette Wolfe,Comedy Sci-Fi,Hot Tub Time Machine 2,Comedy Sci-Fi hot tub time machine 2 Adam Scott Gillian Jacobs Collette Wolfe Steve Pink,hot tub time machine 2
Philip Kaufman,Kate Winslet,Stephen Marcus,Amelia Warner,Biography Drama,Quills,Biography Drama quills Kate Winslet Stephen Marcus Amelia Warner Philip Kaufman,quills
Martin McDonagh,Abbie Cornish,Gabourey Sidibe,Michael Stuhlbarg,Comedy Crime,Seven Psychopaths,Comedy Crime seven psychopaths Abbie Cornish Gabourey Sidibe Michael Stuhlbarg Martin McDonagh,seven psychopaths
Kasi Lemmons,Colm Feore,Tamara Tunie,Aunjanue Ellis,Crime Drama Music Mystery Thriller,The Caveman's Valentine,Crime Drama Music Mystery Thriller the caveman's valentine Colm Feore Tamara Tunie Aunjanue Ellis Kasi Lemmons,the caveman's valentine
Oliver Hirschbiegel,Thomas Kretschmann,Bruno Ganz,Alexandra Maria Lara,Biography Drama History War,Downfall,Biography Drama History War downfall Thomas Kretschmann Bruno Ganz Alexandra Maria Lara Oliver Hirschbiegel,downfall
Alejandro Amenábar,Belén Rueda,Lola Dueñas,Tamar Novas,Biography Drama Romance,The Sea Inside,Biography Drama Romance the sea inside Belén Rueda Lola Dueñas Tamar Novas Alejandro Amenábar,the sea inside
Jonathan Glazer,Scarlett Johansson,Paul Brannigan,Alison Chand,Drama Horror Sci-Fi Thriller,Under The Skin,Drama Horror Sci-Fi Thriller under the skin Scarlett Johansson Paul Brannigan Alison Chand Jonathan Glazer,under the skin
Barry Levinson,Robin Williams,J.T. Walsh,Bruno Kirby,Biography Comedy Drama War,"Good Morning, Vietnam","Biography Comedy Drama War good morning, vietnam Robin Williams J.T. Walsh Bruno Kirby Barry Levinson","good morning, vietnam"
Hyung-rae Shim,Jason Mewes,Stephanie Danielson,Michael Rispoli,Comedy,The Last Godfather,Comedy the last godfather Jason Mewes Stephanie Danielson Michael Rispoli Hyung-rae Shim,the last godfather
Jon M. Chu,Usher Raymond,Sean Kingston,Boys II Men,Documentary Music,Justin Bieber: Never Say Never,Documentary Music justin bieber: never say never Usher Raymond Sean Kingston Boys II Men Jon M. Chu,justin bieber: never say never
Darren Aronofsky,Natalie Portman,Mila Kunis,Mark Margolis,Drama Thriller,Black Swan,Drama Thriller black swan Natalie Portman Mila Kunis Mark Margolis Darren Aronofsky,black swan
José Padilha,Gary Oldman,Abbie Cornish,Jennifer Ehle,Action Crime Sci-Fi Thriller,Robocop,Action Crime Sci-Fi Thriller robocop Gary Oldman Abbie Cornish Jennifer Ehle José Padilha,robocop
Francis Ford Coppola,Robert De Niro,Al Pacino,Robert Duvall,Crime Drama,The Godfather: Part Ii,Crime Drama the godfather: part ii Robert De Niro Al Pacino Robert Duvall Francis Ford Coppola,the godfather: part ii
Thomas Carter,Sean Patrick Thomas,Terry Kinney,Fredro Starr,Drama Music Romance,Save The Last Dance,Drama Music Romance save the last dance Sean Patrick Thomas Terry Kinney Fredro Starr Thomas Carter,save the last dance
Renny Harlin,Tuesday Knight,Rodney Eastman,Brooke Bundy,Fantasy Horror Thriller,A Nightmare On Elm Street 4: The Dream Master,Fantasy Horror Thriller a nightmare on elm street 4: the dream master Tuesday Knight Rodney Eastman Brooke Bundy Renny Harlin,a nightmare on elm street 4: the dream master
Patricia Riggen,Jennifer Garner,Brighton Sharbino,Martin Henderson,Drama,Miracles From Heaven,Drama miracles from heaven Jennifer Garner Brighton Sharbino Martin Henderson Patricia Riggen,miracles from heaven
Danny Leiner,Jennifer Garner,Mary Lynn Rajskub,Marla Sokoloff,Comedy Mystery,"Dude, Where's My Car?","Comedy Mystery dude, where's my car? Jennifer Garner Mary Lynn Rajskub Marla Sokoloff Danny Leiner","dude, where's my car?"
Christopher Cain,Jack Palance,Patrick Wayne,Brian Keith,Action Crime Drama Thriller Western,Young Guns,Action Crime Drama Thriller Western young guns Jack Palance Patrick Wayne Brian Keith Christopher Cain,young guns
Theodore Melfi,Bill Murray,Naomi Watts,Reg E. Cathey,Comedy Drama,St. Vincent,Comedy Drama st. vincent Bill Murray Naomi Watts Reg E. Cathey Theodore Melfi,st. vincent
Steve Pink,Joe Lo Truglio,Regina Hall,Bryan Callen,Comedy Romance,About Last Night,Comedy Romance about last night Joe Lo Truglio Regina Hall Bryan Callen Steve Pink,about last night
Gil Junger,Joseph Gordon-Levitt,Heath Ledger,Andrew Keegan,Comedy Drama Romance,10 Things I Hate About You,Comedy Drama Romance 10 things i hate about you Joseph Gordon-Levitt Heath Ledger Andrew Keegan Gil Junger,10 things i hate about you
Ed Decter,Zooey Deschanel,Eddie Griffin,Gene Simmons,Comedy,The New Guy,Comedy the new guy Zooey Deschanel Eddie Griffin Gene Simmons Ed Decter,the new guy
